HOLEID FROM TO SAMPLETYPE Au
DDH0913 133.87 135.36 Diamond 11.8
DDH0913 135.36 136.34 Diamond 7.15
DDH0913 136.34 137.65 Diamond 0.625
DDH0913 137.65 138.41 Diamond 0.776
DDH0913 138.41 141.46 NS -1
DDH0914 0 5.18 NS -1
DDH0914 5.18 8.23 Diamond 0.003
DDH0914 8.23 11.28 Diamond 0.036
DDH0914 11.28 15.85 NS -1
DDH0914 15.85 18.9 Diamond 0.006
DDH0914 18.9 21.95 Diamond 0.003
DDH0914 21.95 24.99 Diamond 0.003
DDH0914 24.99 28.04 Diamond 0.003
DDH0914 28.04 31.09 Diamond 0.003
DDH0914 31.09 34.14 Diamond 0.003
DDH0914 34.14 37.19 Diamond 0.003
DDH0914 37.19 38.71 Diamond 0.003
DDH0914 38.71 41.94 Diamond 0.003
DDH0914 41.94 44.99 Diamond 0.003
DDH0914 44.99 48.04 Diamond 0.003
DDH0914 48.04 51.08 Diamond 0.003
DDH0914 51.08 54.13 Diamond 0.003
DDH0914 54.13 57.18 Diamond 0.003
DDH0914 57.18 57.79 Diamond 0.003
DDH0914 57.79 60.23 Diamond 0.003
DDH0914 60.23 61.57 Diamond 0.003
DDH0914 61.57 64.56 Diamond 0.003
DDH0914 64.56 66.32 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0914 66.32 69.37 Diamond 0.003
DDH0914 69.37 72.42 Diamond 0.003
DDH0914 72.42 75.47 Diamond 0.003
DDH0914 75.47 77.11 Diamond 0.003
DDH0914 77.11 78.94 Diamond 0.003
DDH0914 78.94 81.56 Diamond 0.003
DDH0914 81.56 84.61 Diamond 0.003
DDH0914 84.61 87.66 Diamond 0.003
DDH0914 87.66 89.31 Diamond 0.003
DDH0914 89.31 91.44 Diamond 0.003
DDH0914 91.44 94.49 Diamond 0.003
DDH0914 94.49 97.81 Diamond 0.003
DDH0914 97.81 99.85 Diamond 0.003
DDH0914 99.85 102.9 Diamond 0.003
DDH0914 102.9 105.95 Diamond 0.003
DDH0914 105.95 109 Diamond 0.003
DDH0914 109 112.04 Diamond 0.003
DDH0914 112.04 115.09 Diamond 0.003
DDH0914 115.09 118.14 Diamond 0.003
DDH0914 118.14 121.19 Diamond 0.003
DDH0914 121.19 124.24 Diamond 0.003
DDH0914 124.24 127.62 Diamond 0.003
DDH0914 127.62 130.33 Diamond 0.003
DDH0914 130.33 133.38 Diamond 0.003
DDH0914 133.38 136.43 Diamond 0.003
DDH0914 136.43 139.48 Diamond 0.003
DDH0914 139.48 142.52 Diamond 0.003
DDH0914 142.52 145.57 Diamond 0.003
DDH0914 145.57 148.62 Diamond 0.003
DDH0914 148.62 151.67 Diamond 0.003
DDH0914 151.67 154.44 Diamond 0.003
DDH0914 154.44 155.3 Diamond 0.003
DDH0914 155.3 157.76 Diamond 0.003
DDH0914 157.76 159.87 Diamond 0.003
DDH0914 159.87 161.67 Diamond 0.003
DDH0914 161.67 164.59 Diamond 0.005
DDH0914 164.59 166.79 Diamond 0.007
DDH0914 166.79 169.96 Diamond 0.003
DDH0914 169.96 173 Diamond 0.003
DDH0914 173 175.69 Diamond 0.003
DDH0914 175.69 179.16 Diamond 0.003
DDH0914 179.16 180.44 Diamond 0.003
DDH0914 180.44 181.05 Diamond 0.003
DDH0914 181.05 184.19 Diamond 0.003
DDH0914 184.19 187.33 Diamond 0.003
DDH0914 187.33 190.5 Diamond 0.003
DDH0914 190.5 193.27 Diamond 0.003
DDH0914 193.27 196.29 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0914 196.29 199.52 Diamond 0.003
DDH0914 199.52 201.05 Diamond 0.003
DDH0914 201.05 203.48 Diamond 0.003
DDH0914 203.48 206.53 Diamond 0.003
DDH0914 206.53 209.58 Diamond 0.003
DDH0914 209.58 212.63 Diamond 0.003
DDH0914 212.63 215.68 Diamond 0.003
DDH0914 215.68 218.72 Diamond 0.003
DDH0914 218.72 221.77 Diamond 0.003
DDH0914 221.77 224.82 Diamond 0.003
DDH0914 224.82 227.87 Diamond 0.003
DDH0914 227.87 230.92 Diamond 0.003
DDH0914 230.92 233.96 Diamond 0.003
DDH0914 233.96 237.01 Diamond 0.007
DDH0914 237.01 240.06 Diamond 0.003
DDH0914 240.06 243.11 Diamond 0.003
DDH0914 243.11 246.16 Diamond 0.003
DDH0914 246.16 249.2 Diamond 0.006
DDH0914 249.2 250.91 Diamond 0.005
DDH0914 250.91 253.59 Diamond 0.003
DDH0914 253.59 255.3 Diamond 0.011
DDH0914 255.3 258.04 Diamond 0.005
DDH0914 258.04 260.36 Diamond 0.016
DDH0914 260.36 262.28 Diamond 0.008
DDH0914 262.28 263.07 Diamond 0.006
DDH0914 263.07 264.57 Diamond 0.005
DDH0914 264.57 265.97 Diamond 0.003
DDH0914 265.97 267.49 Diamond 0.006
DDH0914 267.49 270.54 Diamond 0.003
DDH0914 270.54 273.59 Diamond 0.003
DDH0914 273.59 274.72 Diamond 0.003
DDH0914 274.72 276.64 Diamond 0.003
DDH0914 276.64 279.68 Diamond 0.003
DDH0914 279.68 280.96 Diamond 0.003
DDH0914 280.96 282.73 Diamond 0.003
DDH0914 282.73 285.78 Diamond 0.003
DDH0914 285.78 287.73 Diamond 0.003
DDH0914 287.73 289.32 Diamond 0.003
DDH0914 289.32 291.88 Diamond 0.003
DDH0914 291.88 293.22 Diamond 0.003
DDH0914 293.22 294.92 Diamond 0.003
DDH0914 294.92 296.2 Diamond 0.003
DDH0914 296.2 298.09 Diamond 0.003
DDH0914 298.09 301.02 Diamond 0.003
DDH0914 301.02 304.07 Diamond 0.003
DDH0914 304.07 307.12 Diamond 0.003
DDH0914 307.12 310.16 Diamond 0.003
DDH0914 310.16 313.21 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0914 313.21 316.26 Diamond 0.003
DDH0914 316.26 319.31 Diamond 0.003
DDH0914 319.31 322.36 Diamond 0.003
DDH0914 322.36 325.4 Diamond 0.003
DDH0914 325.4 328.24 Diamond 0.003
DDH0914 328.24 329.95 Diamond 0.003
DDH0914 329.95 332.08 Diamond 0.003
DDH0914 332.08 333.48 Diamond 0.003
DDH0914 333.48 335.37 Diamond 0.003
DDH0914 335.37 337.6 Diamond 0.003
DDH0914 337.6 339.55 Diamond 0.003
DDH0914 339.55 341.5 Diamond 0.003
DDH0914 341.5 343.69 Diamond 0.003
DDH0914 343.69 346.74 Diamond 0.003
DDH0914 346.74 349.79 Diamond 0.003
DDH0914 349.79 352.84 Diamond 0.003
DDH0914 352.84 355.88 Diamond 0.003
DDH0914 355.88 358.93 Diamond 0.005
DDH0914 358.93 361.98 Diamond 0.005
DDH0914 361.98 365.03 Diamond 0.003
DDH0914 365.03 368.08 Diamond 0.003
DDH0914 368.08 371.12 Diamond 0.006
DDH0914 371.12 374.17 Diamond 0.003
DDH0914 374.17 377.22 Diamond 0.005
DDH0914 377.22 380.27 Diamond 0.003
DDH0914 380.27 383.32 Diamond 0.008
DDH0914 383.32 386.36 Diamond 0.003
DDH0914 386.36 389.41 Diamond 0.003
DDH0914 389.41 392.46 Diamond 0.005
DDH0914 392.46 395.51 Diamond 0.003
DDH0914 395.51 398.56 Diamond 0.01
DDH0914 398.56 401.6 Diamond 0.003
DDH0914 401.6 404.65 Diamond 0.013
DDH0914 404.65 407.7 Diamond 0.003
DDH0914 407.7 410.75 Diamond 0.003
DDH0914 410.75 413.8 Diamond 0.003
DDH0914 413.8 416.84 Diamond 0.013
DDH0914 416.84 419.89 Diamond 0.003
DDH0914 419.89 422.94 Diamond 0.003
DDH0914 422.94 425.99 Diamond 0.003
DDH0914 425.99 429.04 Diamond 0.003
DDH0914 429.04 432.08 Diamond 0.003
DDH0914 432.08 435.13 Diamond 0.005
DDH0914 435.13 438.18 Diamond 0.003
DDH0914 438.18 441.23 Diamond 0.003
DDH0914 441.23 444.28 Diamond 0.003
DDH0914 444.28 447.32 Diamond 0.003
DDH0914 447.32 450.37 Diamond 0.006
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0914 450.37 453.42 Diamond 0.006
DDH0914 453.42 456.47 Diamond 0.01
DDH0914 456.47 459.52 Diamond 0.005
DDH0914 459.52 462.56 Diamond 0.003
DDH0914 462.56 465.61 Diamond 0.008
DDH0915 0 1.86 NS -1
DDH0915 1.86 3.35 Diamond 0.067
DDH0915 3.35 4.51 Diamond 0.045
DDH0915 4.51 5.58 Diamond 0.056
DDH0915 5.58 6.43 Diamond 0.057
DDH0915 6.43 8.2 Diamond 0.03
DDH0915 8.2 9.51 Diamond 0.05
DDH0915 9.51 10.12 Diamond 0.013
DDH0915 10.12 11.49 Diamond 0.085
DDH0915 11.49 13.66 Diamond 0.013
DDH0915 13.66 15.18 Diamond 0.009
DDH0915 15.18 17.37 Diamond 0.013
DDH0915 17.37 18.41 Diamond 0.007
DDH0915 18.41 19.51 Diamond 0.059
DDH0915 19.51 20.67 Diamond 0.013
DDH0915 20.67 22.19 Diamond 0.06
DDH0915 22.19 23.29 Diamond 0.038
DDH0915 23.29 24.63 Diamond 0.018
DDH0915 24.63 27.37 Diamond 0.003
DDH0915 27.37 29.57 Diamond 0.005
DDH0915 29.57 31.94 Diamond 0.003
DDH0915 31.94 32.67 Diamond 0.003
DDH0915 32.67 34.59 Diamond 0.003
DDH0915 34.59 36.06 Diamond 0.003
DDH0915 36.06 37.46 Diamond 0.005
DDH0915 37.46 38.13 Diamond 0.009
DDH0915 38.13 40.87 Diamond 0.006
DDH0915 40.87 42.06 Diamond 0.012
DDH0915 42.06 43.92 Diamond 0.071
DDH0915 43.92 45.6 Diamond 0.039
DDH0915 45.6 47.52 Diamond 0.223
DDH0915 47.52 48.98 Diamond 0.25
DDH0915 48.98 50.35 Diamond 0.107
DDH0915 50.35 52.06 Diamond 0.079
DDH0915 52.06 53.19 Diamond 0.093
DDH0915 53.19 54.56 Diamond 0.1
DDH0915 54.56 56.36 Diamond 0.126
DDH0915 56.36 57.91 Diamond 0.497
DDH0915 57.91 58.98 Diamond 0.513
DDH0915 58.98 60.2 Diamond 0.111
DDH0915 60.2 61.97 Diamond 0.596
DDH0915 61.97 62.33 Diamond 0.354
DDH0915 62.33 63.58 Diamond 0.342
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0915 63.58 64.31 Diamond 0.546
DDH0915 64.31 64.83 Diamond 0.55
DDH0915 64.83 65.71 Diamond 1.4
DDH0915 65.71 67 Diamond 1.875
DDH0915 67 68.12 Diamond 4.34
DDH0915 68.12 69.16 Diamond 1.96
DDH0915 69.16 69.77 Diamond 1.475
DDH0915 69.77 70.84 Diamond 0.667
DDH0915 70.84 71.6 Diamond 1.75
DDH0915 71.6 72.39 Diamond 1.36
DDH0915 72.39 74.52 Diamond 0.965
DDH0915 74.52 75.1 Diamond 2.69
DDH0915 75.1 76.6 Diamond 1.005
DDH0915 76.6 77.57 Diamond 0.468
DDH0915 77.57 79.25 Diamond 0.556
DDH0915 79.25 80.62 Diamond 0.606
DDH0915 80.62 82.78 Diamond 0.7
DDH0915 82.78 83.36 Diamond 0.12
DDH0915 83.36 84.83 Diamond 0.45
DDH0915 84.83 86.35 Diamond 0.273
DDH0915 86.35 87.75 Diamond 0.762
DDH0915 87.75 89.46 Diamond 0.631
DDH0915 89.46 90.43 Diamond 0.716
DDH0915 90.43 91.65 Diamond 0.763
DDH0915 91.65 93.54 Diamond 0.968
DDH0915 93.54 94.4 Diamond 0.592
DDH0915 94.4 95.86 Diamond 0.448
DDH0915 95.86 97.51 Diamond 0.324
DDH0915 97.51 98.91 Diamond 0.799
DDH0915 98.91 99.7 Diamond 0.512
DDH0915 99.7 101.59 Diamond 0.803
DDH0915 101.59 102.26 Diamond 0.709
DDH0915 102.26 103.88 Diamond 0.714
DDH0915 103.88 104.49 Diamond 0.414
DDH0915 104.49 105 Diamond 0.515
DDH0915 105 106.22 Diamond 0.23
DDH0915 106.22 107.87 Diamond 0.747
DDH0915 107.87 109.42 Diamond 5.89
DDH0915 109.42 110.43 Diamond 1.1
DDH0915 110.43 111.95 Diamond 0.021
DDH0915 111.95 123.29 NS -1
DDH0917 0 1.71 NS -1
DDH0917 1.71 2.35 Diamond 0.327
DDH0917 2.35 3.87 Diamond 0.656
DDH0917 3.87 5.39 Diamond 1.205
DDH0917 5.39 6.92 Diamond 1.98
DDH0917 6.92 8.44 Diamond 0.69
DDH0917 8.44 9.97 Diamond 0.607
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0917 9.97 11.49 Diamond 0.466
DDH0917 11.49 13.01 Diamond 0.506
DDH0917 13.01 14.54 Diamond 0.959
DDH0917 14.54 16.28 Diamond 0.625
DDH0917 16.28 17.59 Diamond 0.39
DDH0917 17.59 18.56 Diamond 0.441
DDH0917 18.56 19.57 Diamond 0.351
DDH0917 19.57 20.63 Diamond 0.293
DDH0917 20.63 22.16 Diamond 0.362
DDH0917 22.16 23.68 Diamond 0.413
DDH0917 23.68 24.81 Diamond 0.626
DDH0917 24.81 26.43 Diamond 0.65
DDH0917 26.43 27.58 Diamond 0.531
DDH0917 27.58 28.77 Diamond 0.509
DDH0917 28.77 29.72 Diamond 0.58
DDH0917 29.72 30.45 Diamond 0.455
DDH0917 30.45 31.82 Diamond 0.226
DDH0917 31.82 32.52 Diamond 0.232
DDH0917 32.52 34.14 Diamond 0.066
DDH0917 34.14 35.2 Diamond 0.302
DDH0917 35.2 35.87 Diamond 0.166
DDH0917 35.87 37.4 Diamond 0.173
DDH0917 37.4 38.92 Diamond 0.067
DDH0917 38.92 40.45 Diamond 0.078
DDH0917 40.45 41.73 Diamond 0.162
DDH0917 41.73 42.67 Diamond 0.157
DDH0917 42.67 43.37 Diamond 0.239
DDH0917 43.37 44.47 Diamond 0.1
DDH0917 44.47 45.48 Diamond 0.105
DDH0917 45.48 46.54 Diamond 0.209
DDH0917 46.54 47.46 Diamond 0.08
DDH0917 47.46 48.34 Diamond 0.166
DDH0917 48.34 49.07 Diamond 0.15
DDH0917 49.07 50.05 Diamond 0.14
DDH0917 50.05 51.63 Diamond 0.058
DDH0917 51.63 52.4 Diamond 0.1
DDH0917 52.4 53.22 Diamond 0.111
DDH0917 53.22 54.28 Diamond 0.171
DDH0917 54.28 55.29 Diamond 0.288
DDH0917 55.29 56.51 Diamond 0.218
DDH0917 56.51 57.61 Diamond 0.241
DDH0917 57.61 58.89 Diamond 0.295
DDH0917 58.89 59.5 Diamond 0.232
DDH0917 59.5 60.38 Diamond 0.492
DDH0917 60.38 61.72 Diamond 0.765
DDH0917 61.72 62.54 Diamond 0.432
DDH0917 62.54 63.46 Diamond 0.293
DDH0917 63.46 64.25 Diamond 0.528
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0917 64.25 65.14 Diamond 0.284
DDH0917 65.14 66.35 Diamond 0.485
DDH0917 66.35 67.64 Diamond 0.638
DDH0917 67.64 68 Diamond 0.395
DDH0917 68 68.7 Diamond 0.248
DDH0917 68.7 69.4 Diamond 0.347
DDH0917 69.4 70.41 Diamond 0.846
DDH0917 70.41 71.41 Diamond 0.648
DDH0917 71.41 72.45 Diamond 0.848
DDH0917 72.45 73.88 Diamond 2.07
DDH0917 73.88 74.92 Diamond 3.38
DDH0917 74.92 75.71 Diamond 3.75
DDH0917 75.71 77.02 Diamond 1.93
DDH0917 77.02 78.33 Diamond 2.43
DDH0917 78.33 79.4 Diamond 1.355
DDH0917 79.4 80.07 Diamond 2.82
DDH0917 80.07 81.32 Diamond 1.24
DDH0917 81.32 82.48 Diamond 0.935
DDH0917 82.48 83.82 Diamond 1.015
DDH0917 83.82 84.64 Diamond 1.135
DDH0917 84.64 85.4 Diamond 0.526
DDH0917 85.4 86.75 Diamond 3.1
DDH0917 86.75 88.36 Diamond 0.284
DDH0917 88.36 89.21 Diamond 2.37
DDH0917 89.21 90.5 Diamond 7.25
DDH0917 90.5 91.65 Diamond 2.89
DDH0917 91.65 92.78 Diamond 2.35
DDH0917 92.78 93.57 Diamond 1.415
DDH0917 93.57 94.64 Diamond 4.03
DDH0917 94.64 95.71 Diamond 2.82
DDH0917 95.71 97.08 Diamond 2.89
DDH0917 97.08 98.6 Diamond 1.085
DDH0917 98.6 100 Diamond 1.105
DDH0917 100 101.41 Diamond 1.02
DDH0917 101.41 102.93 Diamond 0.933
DDH0917 102.93 103.94 Diamond 2.03
DDH0917 103.94 105.31 Diamond 3.03
DDH0917 105.31 105.92 Diamond 4.3
DDH0917 105.92 106.98 Diamond 2.37
DDH0917 106.98 107.99 Diamond 3.42
DDH0917 107.99 109.24 Diamond 1.695
DDH0917 109.24 110.61 Diamond 2.19
DDH0917 110.61 111.77 Diamond 2.2
DDH0917 111.77 112.87 Diamond 1.24
DDH0917 112.87 114 Diamond 0.612
DDH0917 114 114.76 Diamond 2.04
DDH0917 114.76 115.67 Diamond 1.105
DDH0917 115.67 116.62 Diamond 0.718
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0917 116.62 118.23 Diamond 0.758
DDH0917 118.23 119.48 Diamond 0.549
DDH0917 119.48 120.3 Diamond 0.322
DDH0917 120.3 121.55 Diamond 0.237
DDH0917 121.55 122.22 Diamond 0.51
DDH0918 0 1.58 NS -1
DDH0918 1.58 2.32 Diamond 0.018
DDH0918 2.32 3.2 Diamond 0.038
DDH0918 3.2 4.72 Diamond 0.058
DDH0918 4.72 5.52 Diamond 0.043
DDH0918 5.52 6.77 Diamond 0.015
DDH0918 6.77 7.83 Diamond 0.009
DDH0918 7.83 9.02 Diamond 0.023
DDH0918 9.02 9.91 Diamond 0.014
DDH0918 9.91 10.79 Diamond 0.012
DDH0918 10.79 11.4 Diamond 0.021
DDH0918 11.4 12.07 Diamond 0.029
DDH0918 12.07 12.98 Diamond 0.037
DDH0918 12.98 14.05 Diamond 0.029
DDH0918 14.05 15.58 Diamond 0.032
DDH0918 15.58 16.49 Diamond 0.016
DDH0918 16.49 17.1 Diamond 0.008
DDH0918 17.1 17.86 Diamond 0.003
DDH0918 17.86 18.93 Diamond 0.022
DDH0918 18.93 19.57 Diamond 0.015
DDH0918 19.57 20.45 Diamond 0.014
DDH0918 20.45 21.06 Diamond 0.008
DDH0918 21.06 22.37 Diamond 0.029
DDH0918 22.37 23.1 Diamond 0.003
DDH0918 23.1 24.81 Diamond 0.006
DDH0918 24.81 26.43 Diamond 0.003
DDH0918 26.43 28.07 Diamond 0.003
DDH0918 28.07 29.2 Diamond 0.003
DDH0918 29.2 30.08 Diamond 0.003
DDH0918 30.08 31.06 Diamond 0.003
DDH0918 31.06 32.25 Diamond 0.003
DDH0918 32.25 33.53 Diamond 0.003
DDH0918 33.53 34.81 Diamond 0.003
DDH0918 34.81 35.84 Diamond 0.003
DDH0918 35.84 38.01 Diamond 0.032
DDH0918 38.01 39.23 Diamond 0.069
DDH0918 39.23 39.9 Diamond 0.146
DDH0918 39.9 40.84 Diamond 0.066
DDH0918 40.84 41.85 Diamond 0.081
DDH0918 41.85 43.53 Diamond 0.07
DDH0918 43.53 44.9 Diamond 1.39
DDH0918 44.9 45.72 Diamond 0.832
DDH0918 45.72 47.21 Diamond 0.943
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0918 47.21 48.55 Diamond 0.49
DDH0918 48.55 49.5 Diamond 0.153
DDH0918 49.5 50.54 Diamond 0.102
DDH0918 50.54 51.51 Diamond 0.091
DDH0918 51.51 52.15 Diamond 0.182
DDH0918 52.15 53.28 Diamond 0.261
DDH0918 53.28 54.44 Diamond 0.78
DDH0918 54.44 55.84 Diamond 1.925
DDH0918 55.84 56.75 Diamond 1.56
DDH0918 56.75 58.28 Diamond 0.695
DDH0918 58.28 58.83 Diamond 0.7
DDH0918 58.83 61.08 Diamond 0.188
DDH0918 61.08 62.73 Diamond 0.36
DDH0918 62.73 64.07 Diamond 0.175
DDH0918 64.07 65.78 Diamond 0.138
DDH0918 65.78 66.9 Diamond 0.152
DDH0918 66.9 68.18 Diamond 0.979
DDH0918 68.18 68.82 Diamond 1.87
DDH0918 68.82 69.89 Diamond 1.02
DDH0918 69.89 70.9 Diamond 0.603
DDH0918 70.9 71.51 Diamond 1.83
DDH0918 71.51 72.51 Diamond 1.67
DDH0918 72.51 73.4 Diamond 1.47
DDH0918 73.4 74.92 Diamond 0.237
DDH0918 74.92 76.41 Diamond 1.235
DDH0918 76.41 77.97 Diamond 0.559
DDH0918 77.97 79.03 Diamond 0.434
DDH0918 79.03 80.16 Diamond 0.443
DDH0918 80.16 81.08 Diamond 0.577
DDH0918 81.08 81.81 Diamond 0.786
DDH0918 81.81 82.69 Diamond 0.322
DDH0918 82.69 83.64 Diamond 0.404
DDH0918 83.64 84.31 Diamond 0.438
DDH0918 84.31 85.37 Diamond 0.704
DDH0918 85.37 86.32 Diamond 0.627
DDH0918 86.32 87.42 Diamond 0.381
DDH0918 87.42 88.03 Diamond 1.16
DDH0918 88.03 88.7 Diamond 0.595
DDH0918 88.7 89.15 Diamond 0.831
DDH0918 89.15 89.76 Diamond 0.395
DDH0918 89.76 90.16 Diamond 1.91
DDH0918 90.16 91.59 Diamond 0.616
DDH0918 91.59 92.63 Diamond 0.591
DDH0918 92.63 93.67 Diamond 0.862
DDH0918 93.67 93.88 Diamond 0.42
DDH0918 93.88 95.13 Diamond 0.531
DDH0918 95.13 96.26 Diamond 0.5
DDH0918 96.26 97.51 Diamond 0.388
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0918 97.51 98.48 Diamond 0.526
DDH0918 98.48 99.27 Diamond 0.456
DDH0918 99.27 100.25 Diamond 0.707
DDH0918 100.25 101.47 Diamond 0.475
DDH0918 101.47 102.35 Diamond 0.539
DDH0918 102.35 103.63 Diamond 0.003
DDH0918 103.63 104.33 Diamond 0.046
DDH0918 104.33 105.52 Diamond 0.137
DDH0918 105.52 106.56 Diamond 0.507
DDH0918 106.56 107.53 Diamond 1.015
DDH0918 107.53 108.45 Diamond 0.498
DDH0918 108.45 109.73 Diamond 0.368
DDH0918 109.73 111.5 Diamond 0.346
DDH0918 111.5 112.44 Diamond 0.341
DDH0918 112.44 114.54 Diamond 0.497
DDH0918 114.54 115.88 Diamond 0.415
DDH0918 115.88 117.13 Diamond 0.063
DDH0918 117.13 117.93 Diamond 0.387
DDH0918 117.93 118.57 Diamond 0.229
DDH0918 118.57 120.06 Diamond 0.553
DDH0918 120.06 120.79 Diamond 0.303
DDH0918 120.79 122.38 Diamond 0.238
DDH0918 122.38 123.69 Diamond 0.487
DDH0918 123.69 125.52 Diamond 0.149
DDH0918 125.52 126.74 Diamond 0.032
DDH0918 126.74 128.17 Diamond 0.018
DDH0918 128.17 129.78 Diamond 0.081
DDH0918 129.78 130.33 Diamond 0.003
DDH0918 130.33 131.95 Diamond 0.579
DDH0918 131.95 132.83 Diamond 0.446
DDH0918 132.83 134.2 Diamond 0.15
DDH0918 134.2 135.36 Diamond 0.144
DDH0918 135.36 136.03 Diamond 0.096
DDH0918 136.03 136.73 Diamond 0.078
DDH0918 136.73 137.46 Diamond 0.071
DDH0918 137.46 138.93 Diamond 0.03
DDH0918 138.93 139.75 Diamond 0.112
DDH0918 139.75 141.27 Diamond 0.133
DDH0918 141.27 142.8 Diamond 0.003
DDH0918 142.8 143.26 Diamond 0.003
DDH0918 143.26 144.2 Diamond 0.003
DDH0918 144.2 146.67 Diamond 0.003
DDH0918 146.67 147.61 Diamond 0.406
DDH0918 147.61 149.57 Diamond 0.157
DDH0918 149.57 151.42 Diamond 0.259
DDH0918 151.42 152.7 Diamond 0.393
DDH0918 152.7 154.17 Diamond 0.435
DDH0920 0 0 NS -1
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0920 0 0.49 NS -1
DDH0920 0.49 3.54 Diamond 0.003
DDH0920 3.54 6.58 Diamond 0.003
DDH0920 6.58 9.63 Diamond 0.003
DDH0920 9.63 14.2 Diamond 0.005
DDH0920 14.2 17.25 Diamond 0.003
DDH0920 17.25 18.78 Diamond 0.003
DDH0920 18.78 20.3 Diamond 0.005
DDH0920 20.3 23.35 Diamond 0.003
DDH0920 23.35 26.4 Diamond 0.003
DDH0920 26.4 29.44 Diamond 0.003
DDH0920 29.44 32.49 Diamond 0.003
DDH0920 32.49 34.02 Diamond 0.003
DDH0920 34.02 37.06 Diamond 0.003
DDH0920 37.06 38.59 Diamond 0.003
DDH0920 38.59 40.11 Diamond 0.003
DDH0920 40.11 43.16 Diamond 0.005
DDH0920 43.16 44.68 Diamond 0.003
DDH0920 44.68 46.85 Diamond 0.003
DDH0920 46.85 47.79 Diamond 0.003
DDH0920 47.79 48.49 Diamond 0.003
DDH0920 48.49 49.32 Diamond 0.003
DDH0920 49.32 50.32 Diamond 0.003
DDH0920 50.32 52.64 Diamond 0.005
DDH0920 52.64 54.04 Diamond 0.008
DDH0920 54.04 56.85 Diamond 0.003
DDH0920 56.85 58.7 Diamond 0.003
DDH0920 58.7 60.75 Diamond 0.003
DDH0920 60.75 62.58 Diamond 0.003
DDH0920 62.58 64.34 Diamond 0.003
DDH0920 64.34 66.23 Diamond 0.003
DDH0920 66.23 68.7 Diamond 0.005
DDH0920 68.7 69.65 Diamond 0.006
DDH0920 69.65 70.87 Diamond 0.003
DDH0920 70.87 71.96 Diamond 0.006
DDH0920 71.96 74.4 Diamond 0.008
DDH0920 74.4 75.38 Diamond 0.007
DDH0920 75.38 78.18 Diamond 0.003
DDH0920 78.18 79.95 Diamond 0.003
DDH0920 79.95 81.47 Diamond 0.003
DDH0920 81.47 82.33 Diamond 0.003
DDH0920 82.33 83.15 Diamond 0.003
DDH0920 83.15 84.4 Diamond 0.003
DDH0920 84.4 85.34 Diamond 0.003
DDH0920 85.34 87.57 Diamond 0.003
DDH0920 87.57 88.42 Diamond 0.003
DDH0920 88.42 89.4 Diamond 0.003
DDH0920 89.4 91.26 Diamond 0.005
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0920 91.26 92.72 Diamond 0.003
DDH0920 92.72 94.79 Diamond 0.003
DDH0920 94.79 95.62 Diamond 0.003
DDH0920 95.62 96.9 Diamond 0.003
DDH0920 96.9 97.51 Diamond 0.003
DDH0920 97.51 99.27 Diamond 0.003
DDH0920 99.27 101.04 Diamond 0.006
DDH0920 101.04 102.81 Diamond 0.003
DDH0920 102.81 104.24 Diamond 0.003
DDH0920 104.24 106.53 Diamond 0.003
DDH0920 106.53 107.84 Diamond 0.003
DDH0920 107.84 109.88 Diamond 0.003
DDH0920 109.88 111.59 Diamond 0.003
DDH0920 111.59 112.93 Diamond 0.003
DDH0920 112.93 113.6 Diamond 0.003
DDH0920 113.6 115.64 Diamond 0.003
DDH0920 115.64 116.34 Diamond 0.006
DDH0920 116.34 117.65 Diamond 0.009
DDH0920 117.65 119.79 Diamond 0.01
DDH0920 119.79 120.94 Diamond 0.011
DDH0920 120.94 121.55 Diamond 0.003
DDH0920 121.55 124.15 Diamond 0.003
DDH0920 124.15 126.55 Diamond 0.003
DDH0920 126.55 127.19 Diamond 0.003
DDH0920 127.19 128.69 Diamond 0.003
DDH0920 128.69 131.58 Diamond 0.003
DDH0920 131.58 132.5 Diamond 0.003
DDH0920 132.5 134.87 Diamond 0.003
DDH0920 134.87 135.73 Diamond 0.003
DDH0920 135.73 137.37 Diamond 0.006
DDH0920 137.37 138.41 Diamond 0.003
DDH0920 138.41 140.09 Diamond 0.003
DDH0920 140.09 140.97 Diamond 0.003
DDH0920 140.97 142.43 Diamond 0.003
DDH0920 142.43 143.99 Diamond 0.003
DDH0920 143.99 145.12 Diamond 0.003
DDH0920 145.12 146.49 Diamond 0.003
DDH0920 146.49 148.53 Diamond 0.003
DDH0920 148.53 149.57 Diamond 0.003
DDH0920 149.57 150.17 Diamond 0.006
